brand,category,image,title,sku,instock,productId,price,description,specifications
Bambi,"Стульчики для кормления***",https://images.ua.prom.st/1551158378_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления HC100A PINK с подстаканником  ***",HC100A,"В наличии",874764264,69328,"Стульчик для кормления HC100A  представляет собой качественную и недорогую модель, которая смогла объединить в себе надёжность и комфорт, стульчик имеет стильный дизайн, что очень понравится ребёнку.<br />
 Стульчик для кормления  HC100A  имеет оригинальную конструкцию, в данной модели снимаются ножки и она трансформируется в удобный стул, стульчик для кормления оснащён высокой спинкой, что позволяет во время еды обеспечить малышу максимальный комфорт.<br />
 Стульчик для кормления HC100A  имеет устойчивую и надёжную конструкцию, чтобы малыш не соскользнул со стульчика, вы сможете пристегнуть его ремешком безопасности, данная модель оборудована съёмной столешницей. Характеристики стульчика для кормления HC100A   Складная конструкция Съёмный столик  Столик регулируется по отношению к спинке - 3 положения Размер столика: 43х24 см Съемная панель Подстаканник Размер сиденья: ширина - 27 см, глубина - 23 см Высота до сиденья - 54 см Трехточечный ремень безопасности  Подставка для ног  Ножки снимаются Чехол ПВХ  Габаритный размер стульчика: ширина - 36 см, глубина - 29 см, высота - 56 см Высота до сиденья - 16 см Размер стульчика для кормления: ширина - 55 см, глубина - 67 см, высота - 95 см Размер в сложенном виде: 115х20х55 см","производитель = Bambi,страна производитель = Китай,тип = Классический стульчик,"
Bambi,"Стульчики для кормления***",https://images.ua.prom.st/1551173442_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления HC100A GREEN с подстаканником  ***",HC100A,"В наличии",874769421,69328,"Стульчик для кормления HC100A  представляет собой качественную и недорогую модель, которая смогла объединить в себе надёжность и комфорт, стульчик имеет стильный дизайн, что очень понравится ребёнку.<br />
 Стульчик для кормления  HC100A  имеет оригинальную конструкцию, в данной модели снимаются ножки и она трансформируется в удобный стул, стульчик для кормления оснащён высокой спинкой, что позволяет во время еды обеспечить малышу максимальный комфорт.<br />
 Стульчик для кормления HC100A  имеет устойчивую и надёжную конструкцию, чтобы малыш не соскользнул со стульчика, вы сможете пристегнуть его ремешком безопасности, данная модель оборудована съёмной столешницей. Характеристики стульчика для кормления HC100A   Складная конструкция Съёмный столик  Столик регулируется по отношению к спинке - 3 положения Размер столика: 43х24 см Съемная панель Подстаканник Размер сиденья: ширина - 27 см, глубина - 23 см Высота до сиденья - 54 см Трехточечный ремень безопасности  Подставка для ног  Ножки снимаются Чехол ПВХ  Габаритный размер стульчика: ширина - 36 см, глубина - 29 см, высота - 56 см Высота до сиденья - 16 см Размер стульчика для кормления: ширина - 55 см, глубина - 67 см, высота - 95 см Размер в сложенном виде: 115х20х55 см","производитель = Bambi,страна производитель = Китай,тип = Классический стульчик,"
Bambi,"Стульчики для кормления***",https://images.ua.prom.st/1551178635_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления HC100A BLUE с подстаканником  ***",HC100A,"В наличии",874771171,69328,"Стульчик для кормления HC100A  представляет собой качественную и недорогую модель, которая смогла объединить в себе надёжность и комфорт, стульчик имеет стильный дизайн, что очень понравится ребёнку.<br />
 Стульчик для кормления  HC100A  имеет оригинальную конструкцию, в данной модели снимаются ножки и она трансформируется в удобный стул, стульчик для кормления оснащён высокой спинкой, что позволяет во время еды обеспечить малышу максимальный комфорт.<br />
 Стульчик для кормления HC100A  имеет устойчивую и надёжную конструкцию, чтобы малыш не соскользнул со стульчика, вы сможете пристегнуть его ремешком безопасности, данная модель оборудована съёмной столешницей. Характеристики стульчика для кормления HC100A   Складная конструкция Съёмный столик  Столик регулируется по отношению к спинке - 3 положения Размер столика: 43х24 см Съемная панель Подстаканник Размер сиденья: ширина - 27 см, глубина - 23 см Высота до сиденья - 54 см Трехточечный ремень безопасности  Подставка для ног  Ножки снимаются Чехол ПВХ  Габаритный размер стульчика: ширина - 36 см, глубина - 29 см, высота - 56 см Высота до сиденья - 16 см Размер стульчика для кормления: ширина - 55 см, глубина - 67 см, высота - 95 см Размер в сложенном виде: 115х20х55 см","производитель = Bambi,страна производитель = Китай,тип = Классический стульчик,"
"Baby Tilly","Стульчики для кормления***",https://images.ua.prom.st/1565279204_w640_h640_stulchik-kacheli-carrello-triumph.jpg,"Стульчик-качели CARRELLO Triumph CRL-10302 Angelic Blue  ****",CRL-10302,"В наличии",879591358,4060,"CARRELLO Triumph - многофункциональный стульчик, который объединяет в себе функции шезлонга, качалки и стульчика для кормления. Стульчик CARRELLO Triumph предназначен для детей от рождения и до 3-х лет. Оснащен регулировкой сидения по высоте, регулировкой спинки и регулировкой подножки, что позволяет стульчику ""расти"" вместе с малышом. Бесшумный маятниковый механизм позволяет укачивать ребенка в стульчике, как в обычных электронных качалках. Про развитие малыша позаботится музыкальный модуль с приятными мелодиями и дуга с красивыми мягкими игрушками. Для удобства родителей, в комплект входит пульт дистанционного управления.Безопасность обеспечат: устойчивая конструкция с прорезиненными ножками, надежные пятиточечные ремни и ограничитель от сползания на столике.<br />
 <br />
 Регулировка по высоте 6 положений<br />
 Регулировка спинки 4 положения<br />
 Подставка для ножек Есть, регулируемая<br />
 Столешница Есть, регулируемая<br />
 Корзина для игрушек Нет<br />
 Ремень безопасности 5-ти точечный<br />
 Наличие колес Есть, 2 на задней оси<br />
 Звуковое сопровождение Стандартные мелодии, МР3<br />
 Питание От сети<br />
 Аксессуары Вкладыш, дуга с игрушками, пульт ДУ","производитель = Baby Tilly,страна производитель = Китай,тип = Классический стульчик,"
"Baby Tilly","Стульчики для кормления***",https://images.ua.prom.st/1565280111_w640_h640_stulchik-kacheli-carrello-triumph.jpg,"Стульчик-качели CARRELLO Triumph CRL-10302 Palette Grey   ****",CRL-10302,"В наличии",879591585,4060,"CARRELLO Triumph - многофункциональный стульчик, который объединяет в себе функции шезлонга, качалки и стульчика для кормления. Стульчик CARRELLO Triumph предназначен для детей от рождения и до 3-х лет. Оснащен регулировкой сидения по высоте, регулировкой спинки и регулировкой подножки, что позволяет стульчику ""расти"" вместе с малышом. Бесшумный маятниковый механизм позволяет укачивать ребенка в стульчике, как в обычных электронных качалках. Про развитие малыша позаботится музыкальный модуль с приятными мелодиями и дуга с красивыми мягкими игрушками. Для удобства родителей, в комплект входит пульт дистанционного управления.Безопасность обеспечат: устойчивая конструкция с прорезиненными ножками, надежные пятиточечные ремни и ограничитель от сползания на столике.<br />
 <br />
 Регулировка по высоте 6 положений<br />
 Регулировка спинки 4 положения<br />
 Подставка для ножек Есть, регулируемая<br />
 Столешница Есть, регулируемая<br />
 Корзина для игрушек Нет<br />
 Ремень безопасности 5-ти точечный<br />
 Наличие колес Есть, 2 на задней оси<br />
 Звуковое сопровождение Стандартные мелодии, МР3<br />
 Питание От сети<br />
 Аксессуары Вкладыш, дуга с игрушками, пульт ДУ","производитель = Baby Tilly,страна производитель = Китай,тип = Классический стульчик,"
"Baby Tilly","Стульчики для кормления***",https://images.ua.prom.st/1565281734_w640_h640_stulchik-kacheli-carrello-triumph.jpg,"Стульчик-качели CARRELLO Triumph CRL-10302 Taffy Pink  ****",CRL-10302,"В наличии",879591735,4060,"CARRELLO Triumph - многофункциональный стульчик, который объединяет в себе функции шезлонга, качалки и стульчика для кормления. Стульчик CARRELLO Triumph предназначен для детей от рождения и до 3-х лет. Оснащен регулировкой сидения по высоте, регулировкой спинки и регулировкой подножки, что позволяет стульчику ""расти"" вместе с малышом. Бесшумный маятниковый механизм позволяет укачивать ребенка в стульчике, как в обычных электронных качалках. Про развитие малыша позаботится музыкальный модуль с приятными мелодиями и дуга с красивыми мягкими игрушками. Для удобства родителей, в комплект входит пульт дистанционного управления.Безопасность обеспечат: устойчивая конструкция с прорезиненными ножками, надежные пятиточечные ремни и ограничитель от сползания на столике.<br />
 <br />
 Регулировка по высоте 6 положений<br />
 Регулировка спинки 4 положения<br />
 Подставка для ножек Есть, регулируемая<br />
 Столешница Есть, регулируемая<br />
 Корзина для игрушек Нет<br />
 Ремень безопасности 5-ти точечный<br />
 Наличие колес Есть, 2 на задней оси<br />
 Звуковое сопровождение Стандартные мелодии, МР3<br />
 Питание От сети<br />
 Аксессуары Вкладыш, дуга с игрушками, пульт ДУ","производитель = Baby Tilly,страна производитель = Китай,тип = Классический стульчик,"
"Baby Tilly","Стульчики для кормления***",https://images.ua.prom.st/1565283952_w640_h640_stulchik-dlya-kormleniya.jpg,"Стульчик для кормления TILLY  Bistro T-641/1 Terracotta 100% водонипроницаемая ткань ***",T-641,"В наличии",879592423,1740,"Высокий классический стульчик для кормления TILLY Bistro T-641/1 порадует своей функциональностью и простотой в использовании. Пользуясь TILLY Bistro T-641/1, вы облегчите процесс кормления малыша, а также сможете его развлечь, пока будете заняты своими делами. Продуманные регулировки позволяют подобрать оптимальное положение для возраста ребенка, а установленные пятиточечные ремни и разделитель между ножек гарантируют его безопасность. К тому же вы всегда сможете снять столешницу с подносом и пододвинуть стульчик к общему столу, чтобы малыш почувствовал себя взрослым. Ну а подвесная корзина для мелочей в TILLY Bistro T-641/1 станет хорошим дополнением к нему. Характеристики товара    Размер, ВхГхШ, см. 104x76x61   Размер в сложенном виде, ВхГхШ, см. 100x40x61   Регулировка по высоте 6 положений   Регулировка спинки 3 положения   Подставка для ножек Есть   Столешница Есть   Корзина для игрушек Есть   Ремень безопасности 5-ти точечный   Наличие колес 4 колеса","производитель = Baby Tilly,страна производитель = Китай,тип = Классический стульчик,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1252731743_w640_h640_manezh-carrello-solo.jpg,"Манеж CARRELLO Solo CRL-11701 Coconut brown ***",CRL-11701,"В наличии",745269915,1189,"Замечательный детский манеж CARRELLO Solo - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренная дверца на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 8   Аксессуары Нет   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1252732613_w640_h640_manezh-carrello-solo.jpg,"Манеж CARRELLO Solo CRL-11701 Lime green ***",CRL-11701,"В наличии",745271819,1189,"Замечательный детский манеж CARRELLO Solo - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренная дверца на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 8   Аксессуары Нет   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1252734336_w640_h640_manezh-carrello-solo.jpg,"Манеж CARRELLO Solo CRL-11701 Marble grey ***",CRL-11701,"В наличии",745272973,1189,"Замечательный детский манеж CARRELLO Solo - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренная дверца на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 8   Аксессуары Нет   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1252736378_w640_h640_manezh-carrello-solo.jpg,"Манеж CARRELLO Solo CRL-11701  Sky green ***",CRL-11701,"В наличии",745273830,1189,"Замечательный детский манеж CARRELLO Solo - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренная дверца на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 8   Аксессуары Нет   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1240069750_w640_h640_manezh-detskij-el.jpg," Манеж детский EL CAMINO ME 1016-8-11 SAFE розово-серый ***","ME 1016-8-11 SAFE","В наличии",739101077,1153,"Габаритный размер (Д/Ш/В) 123см/64см/77см         Вход застежка-молния   Карман +   В комплекте: кольца 2шт, чехол   Ткань лен+полиэстер   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР) 9,5кг/8,7кг/21,5-20,5-77см","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1240071737_w640_h640_manezh-detskij-el.jpg,"Манеж детский EL CAMINO ME 1016-5-11 SAFE бирюзово-серый ***","ME 1016-5-11 SAFE","В наличии",739112034,1153,"Габаритный размер (Д/Ш/В) 123см/64см/77см         Вход застежка-молния   Карман +   В комплекте: кольца 2шт, чехол   Ткань лен+полиэстер   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР) 9,5кг/8,7кг/21,5-20,5-77см","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1240072570_w640_h640_manezh-detskij-el.jpg,"Манеж детский EL CAMINO ME 1016-4 SAFE синий  ***","ME 1016-4 SAFE","В наличии",739113312,1153,"Габаритный размер (Д/Ш/В) 123см/64см/77см         Вход застежка-молния   Карман +   В комплекте: кольца 2шт, чехол   Ткань лен+полиэстер   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР) 9,5кг/8,7кг/21,5-20,5-77см","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1240074190_w640_h640_manezh-detskij-el.jpg," Манеж детский EL CAMINO ME 1016-13 SAFE бежевый   ***","ME 1016-13 SAFE","В наличии",739114291,1153,"Габаритный размер (Д/Ш/В) 123см/64см/77см         Вход застежка-молния   Карман +   В комплекте: кольца 2шт, чехол   Ткань лен+полиэстер   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР) 9,5кг/8,7кг/21,5-20,5-77см","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1240075489_w640_h640_manezh-detskij-el.jpg," Манеж детский EL CAMINO ME 1016-11 SAFE серый   ***","ME 1016-11 SAFE","В наличии",739115115,1153,"Габаритный размер (Д/Ш/В) 123см/64см/77см         Вход застежка-молния   Карман +   В комплекте: кольца 2шт, чехол   Ткань лен+полиэстер   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР) 9,5кг/8,7кг/21,5-20,5-77см","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1230428527_w640_h640_manezh-carrello-grande.jpg,"Манеж CARRELLO Grande CRL-9204 Caramel Beige ***",CRL-9204,"В наличии",733944830,1653,"Отличный яркий манеж CARRELLO Grande CRL-9204 порадует любого малыша. В нем ребенок сможет ползать, играть, подниматься на ножки, благодаря прицепным кольцам и делать свои первые шаги. Этот манеж практичен и надежен, сделан из качественных материалов и имеет жесткое дно. К тому же он достаточно просторный. В нем грамотно продумана безопасность, все четыре угла защищены накладками, которые не дадут малышу пораниться. Устойчивые ножки исключают возможность манежу перевернуться. Прозрачный материал боковых стенок позволят маме наблюдать за ребенком и хорошо пропускают свет, а компактные размеры в сложенном виде помогут при транспортировке или спрятать в любое место. Характеристики товара    Размер в разложенном виде, см. 100х100х76   Размер в сложенном виде, см. 23х23х90   Вес, кг. 9.5   Аксессуары, ручки Есть   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1230434679_w640_h640_manezh-carrello-grande.jpg,"Манеж CARRELLO Grande CRL-9204  Spring Purple  ***",CRL-9204,"В наличии",733948260,1653,"Отличный яркий манеж CARRELLO Grande CRL-9204 порадует любого малыша. В нем ребенок сможет ползать, играть, подниматься на ножки, благодаря прицепным кольцам и делать свои первые шаги. Этот манеж практичен и надежен, сделан из качественных материалов и имеет жесткое дно. К тому же он достаточно просторный. В нем грамотно продумана безопасность, все четыре угла защищены накладками, которые не дадут малышу пораниться. Устойчивые ножки исключают возможность манежу перевернуться. Прозрачный материал боковых стенок позволят маме наблюдать за ребенком и хорошо пропускают свет, а компактные размеры в сложенном виде помогут при транспортировке или спрятать в любое место. Характеристики товара    Размер в разложенном виде, см. 100х100х76   Размер в сложенном виде, см. 23х23х90   Вес, кг. 9.5   Аксессуары, ручки Есть   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1230431318_w640_h640_manezh-carrello-grande.jpg,"Манеж CARRELLO Grande CRL-9204 Chocolate Brown ***",CRL-9204,"В наличии",733946495,1653,"Отличный яркий манеж CARRELLO Grande CRL-9204 порадует любого малыша. В нем ребенок сможет ползать, играть, подниматься на ножки, благодаря прицепным кольцам и делать свои первые шаги. Этот манеж практичен и надежен, сделан из качественных материалов и имеет жесткое дно. К тому же он достаточно просторный. В нем грамотно продумана безопасность, все четыре угла защищены накладками, которые не дадут малышу пораниться. Устойчивые ножки исключают возможность манежу перевернуться. Прозрачный материал боковых стенок позволят маме наблюдать за ребенком и хорошо пропускают свет, а компактные размеры в сложенном виде помогут при транспортировке или спрятать в любое место. Характеристики товара    Размер в разложенном виде, см. 100х100х76   Размер в сложенном виде, см. 23х23х90   Вес, кг. 9.5   Аксессуары, ручки Есть   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1230431318_w640_h640_manezh-carrello-grande.jpg,"Манеж CARRELLO Grande CRL-9204 Sunny Green ***",CRL-9204,"В наличии",733947982,1653,"Отличный яркий манеж CARRELLO Grande CRL-9204 порадует любого малыша. В нем ребенок сможет ползать, играть, подниматься на ножки, благодаря прицепным кольцам и делать свои первые шаги. Этот манеж практичен и надежен, сделан из качественных материалов и имеет жесткое дно. К тому же он достаточно просторный. В нем грамотно продумана безопасность, все четыре угла защищены накладками, которые не дадут малышу пораниться. Устойчивые ножки исключают возможность манежу перевернуться. Прозрачный материал боковых стенок позволят маме наблюдать за ребенком и хорошо пропускают свет, а компактные размеры в сложенном виде помогут при транспортировке или спрятать в любое место. Характеристики товара    Размер в разложенном виде, см. 100х100х76   Размер в сложенном виде, см. 23х23х90   Вес, кг. 9.5   Аксессуары, ручки Есть   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1230429988_w640_h640_manezh-carrello-grande.jpg,"Манеж CARRELLO Grande CRL-9204 Ash Grey ***",CRL-9204,"В наличии",733945695,1653,"Отличный яркий манеж CARRELLO Grande CRL-9204 порадует любого малыша. В нем ребенок сможет ползать, играть, подниматься на ножки, благодаря прицепным кольцам и делать свои первые шаги. Этот манеж практичен и надежен, сделан из качественных материалов и имеет жесткое дно. К тому же он достаточно просторный. В нем грамотно продумана безопасность, все четыре угла защищены накладками, которые не дадут малышу пораниться. Устойчивые ножки исключают возможность манежу перевернуться. Прозрачный материал боковых стенок позволят маме наблюдать за ребенком и хорошо пропускают свет, а компактные размеры в сложенном виде помогут при транспортировке или спрятать в любое место. Характеристики товара    Размер в разложенном виде, см. 100х100х76   Размер в сложенном виде, см. 23х23х90   Вес, кг. 9.5   Аксессуары, ручки Есть   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1042011551_w640_h640_krovatka-detskaya-metallicheskaya.jpg,"Кроватка детская металлическая с колесиками XG9136 ***",XG9136,"В наличии",644298058,2523,"Очень красивая и элегантная детская кроватка из  металла Baby Tilly XG9136 это украшение любой детской комнаты и максимальный комфорт для вашего малыша. Эта модель с тканевыми стенками и люлькой для новорождённых и балдахином . Для малышей с рождения и до 5-6 лет. - Съёмная люлька для новорождённого (подвешивается на ремнях), на 4 колёсиках, с москитной сеткой - Два уровня высоты основания под матрас (нижний можно использовать как манеж) - Возможность удлинения кроватки по мере роста ребёнка - 4 колёсика с фиксаторами для удобства перемещения по дому - Боковые стенки кроватки выполнены с окошками из сетки для наблюдения за ребёнком - Балдахин Материал: металл, ткань Расцветка: розовая Основные характеристики         Производитель   Baby Tilly     Тип кроватки   Кроватка классическая     Материал каркаса   кованый металл     Колесики   Да     Балдахин   да             Страна производитель   Китай     Тип механизма качания   без механизма     Комплектация матрасом   Нет     Цвет (оттенок) мебели   Белый, Розовый     Оснащение колесиков системой фиксации   да","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,опоры манежа = колесики,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/1042014676_w640_h640_krovatka-lyulka-detskaya-metallicheskaya.jpg,"Кроватка-люлька детская металлическая  с колесиками 9352-002 ***",9352-002,"В наличии",644298704,2088,"КРОВАТКА 9352-002 ЛЮЛЬКА МЕТАЛЛИЧЕСКАЯ<br />
 Общие характеристики<br />
 Вид Кроватка классическая, односпальная, удлиняемая по мере роста<br />
 Возрастная группа для дошкольников, до 3 лет<br />
 Корпус металл, сетчатые/тканевые спинки, сетчатые/тканевые стенки, откидная передняя стенка, 2 уровня высоты днища<br />
 Комплектация матрац, съемная люлька, балдахин, колесики с фиксацией<br />
 Размеры под матрац (ДхШ)110x65 см<br />
 Размеры кроватки (ШхГхВ)115x70 см","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,опоры манежа = колесики,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/842419537_w640_h640_manezh-carrello-piccolo.jpg,"Манеж CARRELLO Piccolo+ CRL-9201 Green со вторым дном  ***",CRL-9201,"В наличии",557176608,1450,"Замечательный детский манеж CARRELLO - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка.","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
"Baby Tilly","Манежи, детские кроватки",https://images.ua.prom.st/842413308_w640_h640_manezh-carrello-piccolo.jpg,"Манеж CARRELLO Piccolo CRL-7303 Purple***",CRL-7303,"В наличии",557173981,1334,"Замечательный детский манеж CARRELLO Piccolo CRL-7303 - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 8.8   Аксессуары Нет   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть 			Замечательный детский манеж CARRELLO Piccolo CRL-7303 - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 8.8   Аксессуары Нет   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть 						Замечательный детский манеж CARRELLO Piccolo CRL-7303 - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 8.8   Аксессуары Нет   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть","производитель = Baby Tilly,страна производитель = Китай,тип манежа = манеж-кровать,"
