brand,category,image,title,sku,instock,productId,price,description,specifications
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/831217367_w640_h640_detskij-shezlong-muzyka.jpg,"Детский шезлонг музыка, вибро 88964 ***",88964,"В наличии",552738075,76216,"ГАБАРИТНЫЙ РАЗМЕР ШЕЗЛОНГА Д/Ш/В 55см/52см/57см <br />
 БЛОК УПРАВЛЕНИЯ музыка 6 мелодий <br />
 от сети/батарейки 3АА (в комплект не входят) <br />
 ВИБРОБЛОК да/нет да <br />
 РАЗМЕР СПАЛЬНОГО МЕСТА Д/Ш 76см/46см <br />
 СПИНКА нерегулируемая + <br />
 РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный + <br />
 ДУГА подвески да/подвески 3шт(1вид-обезьянка-погремушка) <br />
 МАТЕРИАЛ ИЗДЕЛИЯ металл,пластик, ткань  ","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/831227891_w640_h640_detskij-shezlong-muzyka.jpg,"Детский шезлонг музыка, вибро 88963 ***",88963,"В наличии",552742001,76216,"ГАБАРИТНЫЙ РАЗМЕР ШЕЗЛОНГА Д/Ш/В 55см/52см/57см <br />
 БЛОК УПРАВЛЕНИЯ музыка 6 мелодий <br />
 от сети/батарейки 3АА (в комплект не входят) <br />
 ВИБРОБЛОК да/нет да <br />
 РАЗМЕР СПАЛЬНОГО МЕСТА Д/Ш 76см/46см <br />
 СПИНКА нерегулируемая + <br />
 РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный + <br />
 ДУГА подвески да/подвески 3шт(1вид-обезьянка-погремушка) <br />
 МАТЕРИАЛ ИЗДЕЛИЯ металл,пластик, ткань  ","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/831213031_w640_h640_shezlong-kachalka-detskij-88927.jpg,"Шезлонг-качалка детский 88927, розовый ***",88927,"В наличии",552733455,119588,"ТИП 2в1(шезлонг/качалка) + <br />
 ГАБАРИТНЫЙ РАЗМЕР ШЕЗЛОНГА Д/Ш/В 62см/59см/64см <br />
 ГАБАРИТНЫЙ РАЗМЕР КАЧАЛКИ Д/Ш/В 62см/59см/57см <br />
 БЛОК УПРАВЛЕНИЯ таймер <br />
 музыка 6 мелодий <br />
 от сети/батарейки 4АА (в комплект не входят) <br />
 ВИБРОБЛОК да/нет да <br />
 РАЗМЕР СПАЛЬНОГО МЕСТА Д/Ш 77см/28см <br />
 СПИНКА нерегулируемая + <br />
 РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный + <br />
 ДУГА подвески 927 да/подвески 2шт(обезьянка, слоник) <br />
 МАТЕРИАЛ ИЗДЕЛИЯ металл, пластик, ткань  ","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/831215700_w640_h640_shezlong-kachalka-detskij-88924.jpg,"Шезлонг-качалка детский 88924, голубой ***",88924,"В наличии",552734033,119588,"ТИП 2в1(шезлонг/качалка) + <br />
 ГАБАРИТНЫЙ РАЗМЕР ШЕЗЛОНГА Д/Ш/В 62см/59см/64см <br />
 ГАБАРИТНЫЙ РАЗМЕР КАЧАЛКИ Д/Ш/В 62см/59см/57см <br />
 БЛОК УПРАВЛЕНИЯ таймер <br />
 музыка 6 мелодий <br />
 от сети/батарейки 4АА (в комплект не входят) <br />
 ВИБРОБЛОК да/нет да <br />
 РАЗМЕР СПАЛЬНОГО МЕСТА Д/Ш 77см/28см <br />
 СПИНКА нерегулируемая + <br />
 РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный + <br />
 ДУГА подвески 927 да/подвески 2шт(обезьянка, слоник) <br />
 МАТЕРИАЛ ИЗДЕЛИЯ металл, пластик, ткань  ","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/819960653_w640_h640_detskaya-napolnaya-kachel.jpg,"Детская напольная качель от сети 32006 ***",32006,"В наличии",548002312,1400,"Габаритный размер: высота 61см, ширина 75см, длина 57см. <br />
 <br />
 Дуга, подвески - 2шт. <br />
 <br />
 Ремень безопасности - 5-ти точ. <br />
 <br />
 Сорость - 6 режимов. <br />
 <br />
 Музыка - 6 мелодий, звуки природы. <br />
 <br />
 Регулятор громкости. <br />
 <br />
 Материал: металл, пластик, ткань.","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/818488541_w640_h640_shezlong-kreslo-kachalka-lyagushonok-do.jpg,"Шезлонг-кресло-качалка &#39;Лягушонок&#39; до 18 кг BB 7033 *** ","BB 7033","В наличии",547220142,73920,"Габаритный размер: ширина – 47см, высота (с дугой) – 60см, длина – 67см<br />
 <br />
 Размер лежачего места: ширина – 26см, длина – 76см.<br />
 <br />
 2 положения спинки.<br />
 <br />
 Дуга, подвески 3шт – пластиковые (бабочка – музыкальная)<br />
 <br />
 Ремень безопасности - 3-х точ.<br />
 <br />
 Вибрация.<br />
 <br />
 Размер упаковки – 52-39-9см<br />
 <br />
 Металл+пластик+ткань  ","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/818491868_w640_h640_shezlong-kreslo-kachalka-rozovyj-krolik.jpg,"Шезлонг-кресло-качалка Розовый кролик, Bunny BB 4544 *** ","BB 4544","В наличии",547222720,73920,"Габаритный размер: ширина – 47см, высота (с дугой) – 60см, длина – 67см <br />
 <br />
 Размер лежачего места: ширина – 26см, длина – 76см. <br />
 <br />
 2 положения спинки. <br />
 <br />
 Дуга, подвески 3шт – пластиковые (бабочка – музыкальная) <br />
 <br />
 Ремень безопасности - 3-х точ. <br />
 <br />
 Вибрация. <br />
 <br />
 Размер упаковки – 52-39-9см <br />
 <br />
 Металл+пластик+ткань   ","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/797094336_w640_h640_kolybel-kacheli-3v1-bambi.jpg,"Колыбель-качели 3в1 Bambi M 1540-01-2, розовая *** ","M 1540-01-2","В наличии",537554130,197036,"ТИП 2в1(качали/шезлонг) + <br />
 ГАБАРИТНЫЙ РАЗМЕР КАЧЕЛЕЙ в собранном виде (Д/Ш/В) 77см/65см/96см-с каруселью, 90см <br />
 ГАБАРИТНЫЙ РАЗМЕР ШЕЗЛОНГА Д/Ш/В 69см/49см/57см <br />
 БЛОК УПРАВЛЕНИЯ таймер 15мин/30мин/60мин <br />
 музыка + <br />
 кол-во скоростей 5 <br />
 регулятор громкости + <br />
 от сети/батарейки от сети или от 4-х батареек R14 (батарейки в комплект не входят) <br />
 РАЗМЕР СПАЛЬНОГО МЕСТА Д/Ш 79см/44см <br />
 РАЗМЕР СИДЕНЬЯ Ш/Г 44см/27см <br />
 СПИНКА регулируемая (кол-во положений) 3 положения <br />
 РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный + <br />
 СТОЛИК съемный (да/нет) да <br />
 КАРУСЕЛЬ подвески 3шт (плюш) <br />
 свет + <br />
 вращение + <br />
 от сети/батарейки от 2-х батареек ААА (в комплект не входят) <br />
 В КОМПЛЕКТЕ адаптер питания + <br />
 подушка да/на липучке <br />
 МАТЕРИАЛ ИЗДЕЛИЯ металл/пластик/ткань","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/796379024_w640_h640_detskaya-kachel-m.jpg,"Детская качель M 1540-03, бежевая ***, фото 1","M 1540-03","В наличии",537187043,183708,"ГАБАРИТНЫЙ РАЗМЕР КАЧЕЛЕЙ в собранном виде (Д/Ш/В) 77см/65см/96см-с каруселью, 90см <br />
 БЛОК УПРАВЛЕНИЯ таймер 15мин/30мин/60мин <br />
 музыка + <br />
 скорость 5 скоростей <br />
 регулятор громкости + <br />
 от сети/батарейки от сети или от 4-х батареек R14 (батарейки в комплект не входят) <br />
 РАЗМЕР СПАЛЬНОГО МЕСТА Д/Ш 79см/44см <br />
 РАЗМЕР СИДЕНЬЯ Ш/Г 44см/27см <br />
 СПИНКА регулируемая (кол-во положений) 3 положения <br />
 РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный + <br />
 СТОЛИК съемный (да/нет) да <br />
 КАРУСЕЛЬ подвески 3шт (плюш) <br />
 свет + <br />
 вращение + <br />
 от сети/батарейки от 2-х батареек ААА (в комплект не входят) <br />
 В КОМПЛЕКТЕ адаптер питания + <br />
 подушка да/на липучке <br />
 МАТЕРИАЛ ИЗДЕЛИЯ металл/пластик/ткань","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/796380142_w640_h640_detskaya-kachel-m.jpg,"Детская качель M 1540-02, желто-голубая ***, фото 1","M 1540-02","В наличии",537188118,183708,"ГАБАРИТНЫЙ РАЗМЕР КАЧЕЛЕЙ в собранном виде (Д/Ш/В) 77см/65см/96см-с каруселью, 90см <br />
 БЛОК УПРАВЛЕНИЯ таймер 15мин/30мин/60мин <br />
 музыка + <br />
 скорость 5 скоростей <br />
 регулятор громкости + <br />
 от сети/батарейки от сети или от 4-х батареек R14 (батарейки в комплект не входят) <br />
 РАЗМЕР СПАЛЬНОГО МЕСТА Д/Ш 79см/44см <br />
 РАЗМЕР СИДЕНЬЯ Ш/Г 44см/27см <br />
 СПИНКА регулируемая (кол-во положений) 3 положения <br />
 РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный + <br />
 СТОЛИК съемный (да/нет) да <br />
 КАРУСЕЛЬ подвески 3шт (плюш) <br />
 свет + <br />
 вращение + <br />
 от сети/батарейки от 2-х батареек ААА (в комплект не входят) <br />
 В КОМПЛЕКТЕ адаптер питания + <br />
 подушка да/на липучке <br />
 МАТЕРИАЛ ИЗДЕЛИЯ металл/пластик/ткань","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Bambi,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/796380909_w640_h640_detskaya-kachel-m.jpg,"Детская качель M 1540-01, розовая ***, фото 1","M 1540-01","В наличии",537189439,183708,"ГАБАРИТНЫЙ РАЗМЕР КАЧЕЛЕЙ в собранном виде (Д/Ш/В) 77см/65см/96см-с каруселью, 90см <br />
 БЛОК УПРАВЛЕНИЯ таймер 15мин/30мин/60мин <br />
 музыка + <br />
 скорость 5 скоростей <br />
 регулятор громкости + <br />
 от сети/батарейки от сети или от 4-х батареек R14 (батарейки в комплект не входят) <br />
 РАЗМЕР СПАЛЬНОГО МЕСТА Д/Ш 79см/44см <br />
 РАЗМЕР СИДЕНЬЯ Ш/Г 44см/27см <br />
 СПИНКА регулируемая (кол-во положений) 3 положения <br />
 РЕМЕНЬ БЕЗОПАСНОСТИ 5-ти точечный + <br />
 СТОЛИК съемный (да/нет) да <br />
 КАРУСЕЛЬ подвески 3шт (плюш) <br />
 свет + <br />
 вращение + <br />
 от сети/батарейки от 2-х батареек ААА (в комплект не входят) <br />
 В КОМПЛЕКТЕ адаптер питания + <br />
 подушка да/на липучке <br />
 МАТЕРИАЛ ИЗДЕЛИЯ металл/пластик/ткань","производитель = Bambi,страна производитель = Китай,наличие ремней безопасности = Да,"
Azimut,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/1586352924_w640_h640_shezlong-kachalka-detskij-pk.jpg,"Шезлонг-качалка детский PK 308-PINK *** ","PK 308-PINK","В наличии",526807401,1015,"Детский шезлонг-качалка PK 308 Вашему малышу отлично подойдет детский шезлонг – качалка РК 308 Bambi. Прекрасное удобное кресло с игровой дугой с тремя подвесками подойдет для укачивания и развлечения ребенка. Приятная музыкальная мелодия и виброблок укачают Вашего малыша за считанные минуты. Легко усыпит самую большую непоседу. Кресло может качаться механически или стоять неподвижно, оснащено стопами и фиксатором положения. Ребенок может находиться в кресле лежа и полулежа. Панель с игрушками легко снимается. Шезлонг – качалку можно использовать с самого рождения ребенка. Качалка легко трансформируется в кресло – качалку для ребенка старшего возраста. Рассчитан шезлонг для деток до 18кг. Шезлонг – качалка развивает вестибулярный аппарат малыша, координацию движений, мелкую и крупную моторику рук. Каркас качалки выполнен из высококачественного полимера. Чехол – из мягкого приятного на ощупь материала. Хорошо отстирывается от загрязнений. Съемная дуга. Работает от батареек. Размеры шезлонга: 60-52-30см. Красивая упаковка. Размеры коробки: 57,5-43,5-8,5см.","производитель = Azimut,страна производитель = Китай,наличие ремней безопасности = Да,"
Bamby,"Детские кресла-качалки, шезлонги, качели",https://images.ua.prom.st/772973588_w640_h640_kreslo-shezlong-analog-fisher.jpg,"Кресло-шезлонг Аналог FISHER PRICE &#34;Розовый Львенок&#34; BF570-8 ***",BF570-8,"В наличии",526809035,934,"Прекрасное кресло-шезлонг с игровой дугой для малышек от 0 месяцев и до 3-х лет (18 кг). <br />
 Характеристики кресла-качалки: <br />
 - Высочайшее качество, комфорт и функциональность от Bambi. <br />
 - Портативное кресло может расти вместе с ребенком благодаря двухступенчатой регулируемой задней спинке (лежа или сидя) : <br />
 1 - От рождения до 6 месяцев оно может выполнять роль комфортной и безопасной колыбельки для дневного сна - малышку можно положить в удобное сиденье колыбельного типа, закрепить 3-х точечными ремнями безопасности и укачивать рукой или включить режим колыбельной - кресло начнёт слегка вибрировать, тем самым, успокаивая и убаюкивая Вашу кроху. Во время бодрствования малышки к креслу-качалке можно прикрепить дугу с 3 яркими красочными игрушками.Подвесные игрушки легко можно заменить на другие. <br />
 2 - После 6 месяцев можно уже изменить положение спинки: либо уложить малышку, либо посадить полулежа в кресле-качалке. <br />
 - Легко трансформируется в кресло-качалку для детей более старшего возраста. Дугу с игрушками можно снять. <br />
 - 3-х точечный ремень безопасности. <br />
 - Может качаться механически или стоять неподвижно. Кресло-качалка имеет металлический бегунок, при помощи которого функция качания может быть заблокирована, что идеально подходит для кормления. <br />
 - Виброблок поможет ребенку уснуть, имитируя укачивание. <br />
 - Удобное сиденье. <br />
 - Тканевый чехол снимается, можно стирать.","производитель = Bamby,страна производитель = Китай,наличие ремней безопасности = Да,"
